Mutation Operator,Gen.,Green,Yellow,Orange,Red,Trivial,Not Killed,Not Compiled
OclFeatureDefinition_context__delete,12,0,0,8,0,4,0,0
OclModelElement_name_replace,46,0,0,35,0,11,0,0
OclFeatureDefinition_feature_replace,25,0,0,13,0,12,0,0
OclModel_name_replace,13,0,0,6,0,6,0,1
Operation_name_replace,13,0,0,8,0,5,0,0
Total,,0,0,70,0,38
Total,109,108,,,,,0,1
